Game Name,Category,Link
Warcraft Rumble,Raids,https://skycoach.gg/warcraft-rumble-boost/raids
Warcraft Rumble,Farming,https://skycoach.gg/warcraft-rumble-boost/farming
Warcraft Rumble,Campaigns,https://skycoach.gg/warcraft-rumble-boost/campaign
Warcraft Rumble,Dungeons,https://skycoach.gg/warcraft-rumble-boost/dungeons
Warcraft Rumble,Leveling,https://skycoach.gg/warcraft-rumble-boost/leveling
Warcraft Rumble,PvP,https://skycoach.gg/warcraft-rumble-boost/pvp
