option_id,service_id,parent_option_id,option_type,option_name,option_label,option_value,price_modifier,min_value,max_value,default_value,is_required,display_order,is_active,created_at,updated_at
226,14,223,checkbox,additional_options_14,Forging A Legend Pt. I,14,13.00,,,,0,7,1,2025-08-24 16:38:12,2025-08-24 16:38:12
227,14,223,checkbox,additional_options_13,Forging A Legend Pt. II,13,13.00,,,,0,8,1,2025-08-24 16:38:12,2025-08-24 16:38:12
228,14,223,checkbox,additional_options_12,Kepler Tasks,12,22.00,,,,0,9,1,2025-08-24 16:38:12,2025-08-24 16:38:12
229,14,223,checkbox,additional_options_11,Fabled Time Latches,11,18.00,,,,0,10,1,2025-08-24 16:38:12,2025-08-24 16:38:12
230,14,223,checkbox,additional_options_10,Fabled Missions,10,13.00,,,,0,11,1,2025-08-24 16:38:12,2025-08-24 16:38:12
231,14,223,checkbox,additional_options_9,Mythic Time Latches,9,29.00,,,,0,12,1,2025-08-24 16:38:12,2025-08-24 16:38:12
232,14,223,checkbox,additional_options_8,Mythic Missions,8,20.00,,,,0,13,1,2025-08-24 16:38:12,2025-08-24 16:38:12
233,14,223,checkbox,additional_options_0,Project Graviton,0,20.00,,,,0,14,1,2025-08-24 16:38:12,2025-08-24 16:38:12
234,14,223,checkbox,additional_options_1,Gravitic Doctorate,1,25.00,,,,0,15,1,2025-08-24 16:38:12,2025-08-24 16:38:12
235,14,223,checkbox,additional_options_2,Dark Matter Assault,2,15.00,,,,0,16,1,2025-08-24 16:38:12,2025-08-24 16:38:12
236,14,223,checkbox,additional_options_3,Urn Collection: The Gorge,3,8.00,,,,0,17,1,2025-08-24 16:38:12,2025-08-24 16:38:12
237,14,223,checkbox,additional_options_4,Urn Collection: Exile's Accord,4,8.00,,,,0,18,1,2025-08-24 16:38:12,2025-08-24 16:38:12
238,14,223,checkbox,additional_options_5,Urn Collection: Outer Steppes,5,8.00,,,,0,19,1,2025-08-24 16:38:12,2025-08-24 16:38:12
239,14,223,checkbox,additional_options_6,Urn Collection: Central Academy,6,8.00,,,,0,20,1,2025-08-24 16:38:12,2025-08-24 16:38:12
240,14,223,checkbox,additional_options_7,Somnium Trek,7,78.00,,,,0,21,1,2025-08-24 16:38:12,2025-08-24 16:38:12
241,14,223,checkbox,additional_options_18,The Critical Moment,18,9.00,,,,0,22,1,2025-08-24 16:38:12,2025-08-24 16:38:12
242,14,223,checkbox,additional_options_19,Secret Treasure: The Gorge,19,8.00,,,,0,23,1,2025-08-24 16:38:12,2025-08-24 16:38:12
243,14,223,checkbox,additional_options_20,Secret Treasure: Outer Steppes,20,8.00,,,,0,24,1,2025-08-24 16:38:12,2025-08-24 16:38:12
244,14,223,checkbox,additional_options_21,Secret Treasure: Exile's Accord,21,8.00,,,,0,25,1,2025-08-24 16:38:12,2025-08-24 16:38:12
245,14,223,checkbox,additional_options_22,Secret Treasure: Central Academy,22,8.00,,,,0,26,1,2025-08-24 16:38:12,2025-08-24 16:38:12
246,14,223,checkbox,additional_options_23,Secret Treasure: The Singularity,23,8.00,,,,0,27,1,2025-08-24 16:38:12,2025-08-24 16:38:12
247,14,223,checkbox,additional_options_24,Latch Call at the Station,24,58.00,,,,0,28,1,2025-08-24 16:38:12,2025-08-24 16:38:12
248,14,223,checkbox,additional_options_25,Stitchripper,25,24.00,,,,0,29,1,2025-08-24 16:38:12,2025-08-24 16:38:12
