Game Name,Category,Link
World of Tanks,Personal Missions,https://skycoach.gg/world-of-tanks-boost/personal-missions
World of Tanks,Farming,https://skycoach.gg/world-of-tanks-boost/farming
World of Tanks,Tanks,https://skycoach.gg/world-of-tanks-boost/tanks
World of Tanks,Coaching,https://skycoach.gg/world-of-tanks-boost/coaching
